transaction_id,card_id,timestamp,amount,merchant_category,channel,distance_from_home_km,is_international,is_fraud,fraud_type,fraud_stage,customer_profile,hard_negative_type
TX_000008574,CARD_01477,2025-01-17T12:34:23,47.31,entertainment,ONLINE,2.52,0,0,legitimate,none,online,none
TX_000008575,CARD_01920,2025-01-17T12:36:43,413.39,entertainment,ONLINE,65.45,0,0,legitimate,none,traveler,none
TX_000008576,CARD_01280,2025-01-17T12:42:05,678.14,grocery,CONTACTLESS,28.11,0,0,legitimate,none,high_spend,none
TX_000008577,CARD_00144,2025-01-17T12:42:30,53.94,entertainment,POS,7.7,0,0,legitimate,none,online,none
TX_000008578,CARD_01767,2025-01-17T12:43:13,741.41,retail,ONLINE,9.61,0,0,legitimate,none,traveler,none
TX_000008579,CARD_01836,2025-01-17T12:43:25,380.86,travel,ONLINE,2.33,0,0,legitimate,none,regular,none
TX_000008580,CARD_01275,2025-01-17T12:43:27,86.98,fuel,POS,7.76,0,0,legitimate,none,regular,none
TX_000008581,CARD_00710,2025-01-17T12:45:50,151.3,travel,ONLINE,3.33,0,0,legitimate,none,online,none
TX_000008582,CARD_01001,2025-01-17T12:50:37,343.68,retail,ATM,9.89,0,0,legitimate,none,regular,none
TX_000008583,CARD_00999,2025-01-17T12:51:28,1934.27,electronics,ONLINE,4311.64,1,0,legitimate,none,traveler,none
TX_000008584,CARD_00277,2025-01-17T12:53:08,16.46,restaurant,CONTACTLESS,8.9,0,0,legitimate,none,regular,none
TX_000008585,CARD_00379,2025-01-17T12:53:18,115.07,retail,POS,1.15,0,0,legitimate,none,online,legitimate_shopping_spree
TX_000008586,CARD_00908,2025-01-17T12:54:23,20.18,restaurant,POS,3.61,0,0,legitimate,none,regular,none
TX_000008587,CARD_01963,2025-01-17T12:54:36,345.23,travel,ONLINE,2.12,0,0,legitimate,none,online,none
TX_000008588,CARD_01184,2025-01-17T12:55:49,116.11,pharmacy,ONLINE,1.34,0,0,legitimate,none,regular,none
TX_000008589,CARD_02388,2025-01-17T12:57:38,59.24,restaurant,POS,15.71,0,0,legitimate,none,regular,none
TX_000008590,CARD_00336,2025-01-17T12:59:46,686.85,services,POS,30.62,0,0,legitimate,none,high_spend,none
TX_000008591,CARD_00501,2025-01-17T13:01:14,1125.18,entertainment,ONLINE,4.65,0,0,legitimate,none,variable,none
TX_000008592,CARD_00379,2025-01-17T13:01:18,172.67,entertainment,CONTACTLESS,11.78,0,0,legitimate,none,online,legitimate_shopping_spree
TX_000008593,CARD_00203,2025-01-17T13:01:38,231.31,grocery,ATM,2.33,0,0,legitimate,none,online,none
TX_000008594,CARD_00256,2025-01-17T13:02:11,998.0,retail,ONLINE,7.4,0,0,legitimate,none,variable,none
TX_000008595,CARD_02392,2025-01-17T13:02:18,140.52,retail,POS,64.77,0,0,legitimate,none,variable,none
TX_000008596,CARD_02446,2025-01-17T13:02:35,269.22,retail,POS,15.7,0,0,legitimate,none,online,none
TX_000008597,CARD_02521,2025-01-17T13:03:00,222.76,restaurant,POS,28.49,0,0,legitimate,none,regular,none
TX_000008598,CARD_01286,2025-01-17T13:04:02,635.78,electronics,POS,160.78,0,0,legitimate,none,traveler,none
TX_000008599,CARD_01542,2025-01-17T13:04:21,49.24,grocery,CONTACTLESS,21.46,0,0,legitimate,none,regular,none
TX_000008600,CARD_02497,2025-01-17T13:07:37,56.49,restaurant,ONLINE,3.94,0,0,legitimate,none,online,none
TX_000008601,CARD_00300,2025-01-17T13:08:28,1557.2,services,POS,20.29,0,0,legitimate,none,high_spend,none
TX_000008602,CARD_01330,2025-01-17T13:10:04,102.63,pharmacy,CONTACTLESS,31.71,0,0,legitimate,none,regular,none
TX_000008603,CARD_00413,2025-01-17T13:13:22,64.93,retail,POS,9.84,0,0,legitimate,none,regular,none
TX_000008604,CARD_02060,2025-01-17T13:15:59,143.97,restaurant,CONTACTLESS,5.05,0,0,legitimate,none,regular,none
TX_000008605,CARD_00077,2025-01-17T13:17:20,76.67,grocery,POS,7.32,0,0,legitimate,none,regular,none
TX_000008606,CARD_01788,2025-01-17T13:17:41,621.64,services,ONLINE,0.87,0,0,legitimate,none,high_spend,none
TX_000008607,CARD_00008,2025-01-17T13:17:44,75.75,restaurant,CONTACTLESS,79.64,0,0,legitimate,none,variable,none
TX_000008608,CARD_00335,2025-01-17T13:18:38,120.01,pharmacy,POS,56.6,0,0,legitimate,none,regular,none
TX_000008609,CARD_00379,2025-01-17T13:22:18,127.46,restaurant,CONTACTLESS,31.53,0,0,legitimate,none,online,legitimate_shopping_spree
TX_000008610,CARD_01675,2025-01-17T13:22:47,951.18,restaurant,ONLINE,0.72,0,0,legitimate,none,variable,none
TX_000008611,CARD_00965,2025-01-17T13:22:48,47.01,travel,POS,315.76,0,0,legitimate,none,traveler,none
TX_000008612,CARD_01001,2025-01-17T13:23:48,116.6,grocery,CONTACTLESS,4.38,0,0,legitimate,none,regular,none
TX_000008613,CARD_00192,2025-01-17T13:27:30,125.7,grocery,POS,22.22,0,0,legitimate,none,regular,none
TX_000008614,CARD_01998,2025-01-17T13:28:53,79.32,pharmacy,ONLINE,3.99,0,0,legitimate,none,regular,none
TX_000008615,CARD_00724,2025-01-17T13:31:11,149.1,restaurant,ATM,177.08,0,0,legitimate,none,traveler,none
TX_000008616,CARD_01604,2025-01-17T13:32:18,67.01,travel,ONLINE,22.76,0,0,legitimate,none,variable,none
TX_000008617,CARD_00383,2025-01-17T13:33:08,65.23,restaurant,ONLINE,11.08,0,0,legitimate,none,variable,none
TX_000008618,CARD_02549,2025-01-17T13:36:06,156.35,services,POS,8.63,0,0,legitimate,none,regular,none
TX_000008619,CARD_02343,2025-01-17T13:36:59,30.56,fuel,POS,57.94,0,0,legitimate,none,variable,none
TX_000008620,CARD_01020,2025-01-17T13:42:18,86.48,retail,CONTACTLESS,19.64,0,0,legitimate,none,online,none
TX_000008621,CARD_02628,2025-01-17T13:43:29,1365.15,electronics,POS,33.32,0,0,legitimate,none,regular,none
TX_000008622,CARD_00754,2025-01-17T13:47:03,58.2,restaurant,POS,14.6,0,0,legitimate,none,online,none
TX_000008623,CARD_01596,2025-01-17T13:47:11,586.46,fuel,ONLINE,3.47,0,0,legitimate,none,high_spend,none
TX_000008624,CARD_00548,2025-01-17T13:50:27,384.96,travel,ATM,2039.62,1,0,legitimate,none,regular,legitimate_trip
TX_000008625,CARD_02364,2025-01-17T13:55:09,680.62,travel,ATM,4585.89,1,0,legitimate,none,traveler,none
TX_000008626,CARD_00541,2025-01-17T13:56:01,96.32,restaurant,CONTACTLESS,186.81,0,0,legitimate,none,traveler,none
TX_000008627,CARD_00668,2025-01-17T13:57:11,1111.86,travel,POS,134.23,0,0,legitimate,none,traveler,none
TX_000008628,CARD_02469,2025-01-17T13:58:22,800.86,travel,ONLINE,5.06,0,0,legitimate,none,high_spend,none
TX_000008629,CARD_01904,2025-01-17T14:00:53,136.88,grocery,POS,1.79,0,0,legitimate,none,regular,none
TX_000008630,CARD_02299,2025-01-17T14:01:51,311.61,retail,ONLINE,6.43,0,0,legitimate,none,regular,none
TX_000008631,CARD_02334,2025-01-17T14:03:02,208.64,services,POS,21.1,0,0,legitimate,none,regular,none
TX_000008632,CARD_00945,2025-01-17T14:03:31,229.0,restaurant,ONLINE,3.88,0,0,legitimate,none,online,none
TX_000008633,CARD_02295,2025-01-17T14:03:58,437.2,grocery,ONLINE,0.63,0,0,legitimate,none,regular,none
TX_000008634,CARD_01108,2025-01-17T14:06:31,15.96,restaurant,POS,6.08,0,0,legitimate,none,online,none
TX_000008635,CARD_01597,2025-01-17T14:08:05,44.91,grocery,CONTACTLESS,13.15,0,0,legitimate,none,regular,none
TX_000008636,CARD_01397,2025-01-17T14:10:57,588.36,travel,ONLINE,0.87,0,0,legitimate,none,online,none
TX_000008637,CARD_02115,2025-01-17T14:13:40,62.29,grocery,POS,5.91,0,0,legitimate,none,regular,none
TX_000008638,CARD_02527,2025-01-17T14:14:51,173.6,travel,ONLINE,12.4,0,0,legitimate,none,traveler,none
TX_000008639,CARD_00336,2025-01-17T14:16:46,1946.9,electronics,POS,30.2,0,0,legitimate,none,high_spend,none
TX_000008640,CARD_02578,2025-01-17T14:17:13,2381.26,travel,POS,25.1,0,0,legitimate,none,variable,none
TX_000008641,CARD_01273,2025-01-17T14:18:10,170.45,grocery,POS,1.51,0,0,legitimate,none,online,none
TX_000008642,CARD_01302,2025-01-17T14:22:57,37.58,grocery,POS,14.13,0,0,legitimate,none,online,none
TX_000008643,CARD_00013,2025-01-17T14:23:16,2882.59,restaurant,CONTACTLESS,16.94,0,0,legitimate,none,high_spend,none
TX_000008644,CARD_01938,2025-01-17T14:24:32,4637.62,travel,ONLINE,1.85,0,0,legitimate,none,high_spend,none
TX_000008645,CARD_01865,2025-01-17T14:25:33,1017.51,fuel,ONLINE,4.48,0,0,legitimate,none,high_spend,none
TX_000008646,CARD_00225,2025-01-17T14:28:09,119.86,fuel,CONTACTLESS,26.79,0,0,legitimate,none,regular,none
TX_000008647,CARD_01541,2025-01-17T14:29:55,174.64,entertainment,ONLINE,26.28,0,0,legitimate,none,variable,none
TX_000008648,CARD_00943,2025-01-17T14:35:18,36.4,entertainment,CONTACTLESS,4.14,0,0,legitimate,none,regular,none
TX_000008649,CARD_00165,2025-01-17T14:36:03,53.2,restaurant,CONTACTLESS,6.56,0,0,legitimate,none,online,none
TX_000008650,CARD_01994,2025-01-17T14:36:23,110.2,other,POS,20.17,0,0,legitimate,none,regular,none
TX_000008651,CARD_00355,2025-01-17T14:36:42,254.16,electronics,CONTACTLESS,19.04,0,0,legitimate,none,online,none
TX_000008652,CARD_01624,2025-01-17T14:39:34,77.11,entertainment,POS,5.49,0,0,legitimate,none,regular,none
TX_000008653,CARD_00097,2025-01-17T14:41:33,108.01,grocery,POS,10.47,0,0,legitimate,none,regular,none
TX_000008654,CARD_02518,2025-01-17T14:44:21,130.61,fuel,POS,23.03,0,0,legitimate,none,regular,none
TX_000008655,CARD_01347,2025-01-17T14:44:50,79.79,grocery,ONLINE,2.33,0,0,legitimate,none,online,none
TX_000008656,CARD_02536,2025-01-17T14:45:00,500.73,fuel,ATM,17.76,0,0,legitimate,none,high_spend,none
TX_000008657,CARD_00724,2025-01-17T14:45:09,4717.71,retail,POS,147.83,0,0,legitimate,none,traveler,none
TX_000008658,CARD_01462,2025-01-17T14:46:56,125.37,pharmacy,ONLINE,1.54,0,0,legitimate,none,online,none
TX_000008659,CARD_02115,2025-01-17T14:48:18,84.25,grocery,POS,5.07,0,0,legitimate,none,regular,none
TX_000008660,CARD_01961,2025-01-17T14:49:46,489.72,services,POS,28.59,0,0,legitimate,none,high_spend,none
TX_000008661,CARD_02452,2025-01-17T14:51:34,488.06,fuel,CONTACTLESS,13.11,0,0,legitimate,none,variable,none
TX_000008662,CARD_02464,2025-01-17T14:57:13,636.01,restaurant,ONLINE,6.49,0,0,legitimate,none,high_spend,none
TX_000008663,CARD_00257,2025-01-17T15:00:01,730.07,services,POS,41.93,0,0,legitimate,none,variable,none
TX_000008664,CARD_02707,2025-01-17T15:01:07,78.56,grocery,ONLINE,1918.9,1,0,legitimate,none,traveler,none
TX_000008665,CARD_02683,2025-01-17T15:01:44,160.41,grocery,ONLINE,2.46,0,0,legitimate,none,regular,none
TX_000008666,CARD_00189,2025-01-17T15:02:00,651.76,grocery,POS,9.17,0,0,legitimate,none,variable,none
TX_000008667,CARD_00408,2025-01-17T15:03:52,267.35,services,CONTACTLESS,136.97,0,0,legitimate,none,variable,none
TX_000008668,CARD_02299,2025-01-17T15:05:17,452.65,travel,POS,18.61,0,0,legitimate,none,regular,none
TX_000008669,CARD_01889,2025-01-17T15:05:23,59.0,restaurant,ATM,44.73,0,0,legitimate,none,variable,none
TX_000008670,CARD_01175,2025-01-17T15:06:04,96.61,travel,ONLINE,1730.37,1,0,legitimate,none,online,none
TX_000008671,CARD_02689,2025-01-17T15:06:15,14.59,pharmacy,POS,2.39,0,0,legitimate,none,regular,none
TX_000008672,CARD_01611,2025-01-17T15:07:09,67.48,fuel,CONTACTLESS,17.88,0,0,legitimate,none,regular,none
TX_000008673,CARD_02792,2025-01-17T15:07:56,154.57,entertainment,POS,23.73,0,0,legitimate,none,regular,none
TX_000008674,CARD_01341,2025-01-17T15:08:46,79.02,fuel,POS,6.43,0,0,legitimate,none,regular,none
TX_000008675,CARD_02024,2025-01-17T15:11:47,447.06,retail,CONTACTLESS,34.64,0,0,legitimate,none,regular,none
TX_000008676,CARD_01080,2025-01-17T15:14:19,114.35,fuel,POS,10.67,0,0,legitimate,none,regular,none
TX_000008677,CARD_01302,2025-01-17T15:15:33,133.41,grocery,ONLINE,0.66,0,0,legitimate,none,online,none
TX_000008678,CARD_01278,2025-01-17T15:16:33,122.39,grocery,POS,4.95,0,0,legitimate,none,regular,none
TX_000008679,CARD_00533,2025-01-17T15:17:48,352.92,travel,ONLINE,0.81,0,0,legitimate,none,online,none
TX_000008680,CARD_02231,2025-01-17T15:19:39,35.79,restaurant,CONTACTLESS,9.15,0,0,legitimate,none,regular,none
TX_000008681,CARD_00520,2025-01-17T15:21:48,19.05,grocery,POS,24.02,0,0,legitimate,none,variable,none
TX_000008682,CARD_01026,2025-01-17T15:22:53,332.45,travel,CONTACTLESS,29.13,0,0,legitimate,none,regular,none
TX_000008683,CARD_02095,2025-01-17T15:26:56,194.33,pharmacy,ONLINE,13.71,0,0,legitimate,none,traveler,none
TX_000008684,CARD_02012,2025-01-17T15:27:22,126.01,restaurant,POS,31.38,0,0,legitimate,none,regular,none
TX_000008685,CARD_00632,2025-01-17T15:28:07,451.23,entertainment,ONLINE,10.27,0,0,legitimate,none,variable,none
TX_000008686,CARD_01335,2025-01-17T15:28:37,1684.17,travel,ONLINE,57.81,0,0,legitimate,none,traveler,none
TX_000008687,CARD_02147,2025-01-17T15:35:56,39.56,grocery,CONTACTLESS,3.09,0,0,legitimate,none,regular,none
TX_000008688,CARD_01189,2025-01-17T15:39:48,102.44,travel,POS,2.93,0,0,legitimate,none,regular,none
TX_000008689,CARD_00799,2025-01-17T15:42:22,625.05,entertainment,POS,31.79,0,0,legitimate,none,variable,none
TX_000008690,CARD_00209,2025-01-17T15:42:44,186.9,grocery,CONTACTLESS,25.29,0,0,legitimate,none,regular,none
TX_000008691,CARD_02687,2025-01-17T15:43:04,53.09,restaurant,POS,21.8,0,0,legitimate,none,regular,none
TX_000008692,CARD_00731,2025-01-17T15:43:07,60.92,pharmacy,CONTACTLESS,8.39,0,0,legitimate,none,regular,none
TX_000008693,CARD_02499,2025-01-17T15:43:13,497.03,restaurant,POS,81.93,0,0,legitimate,none,variable,none
TX_000008694,CARD_01826,2025-01-17T15:43:34,111.64,grocery,POS,19.17,0,0,legitimate,none,regular,none
TX_000008695,CARD_02563,2025-01-17T15:47:10,1183.71,services,CONTACTLESS,9.96,0,0,legitimate,none,variable,none
TX_000008696,CARD_00594,2025-01-17T15:50:21,421.96,pharmacy,POS,19.41,0,0,legitimate,none,high_spend,none
TX_000008697,CARD_02117,2025-01-17T15:51:36,123.12,electronics,CONTACTLESS,3.1,0,0,legitimate,none,regular,none
TX_000008698,CARD_02781,2025-01-17T15:53:31,51.86,fuel,POS,51.28,0,0,legitimate,none,regular,none
TX_000008699,CARD_00176,2025-01-17T15:55:32,99.16,grocery,POS,25.94,0,0,legitimate,none,regular,none
TX_000008700,CARD_02214,2025-01-17T15:55:36,185.78,retail,ONLINE,2.77,0,0,legitimate,none,online,none
TX_000008701,CARD_01753,2025-01-17T15:57:21,821.86,services,ONLINE,44.08,0,0,legitimate,none,traveler,none
TX_000008702,CARD_01903,2025-01-17T15:57:48,681.32,fuel,ONLINE,8.94,0,0,legitimate,none,variable,none
TX_000008703,CARD_02655,2025-01-17T15:58:03,110.31,entertainment,ONLINE,1.34,0,0,legitimate,none,online,none
TX_000008704,CARD_01911,2025-01-17T15:58:46,82.56,retail,CONTACTLESS,1.44,0,0,legitimate,none,regular,none
TX_000008705,CARD_01361,2025-01-17T15:59:36,1010.06,electronics,ONLINE,6.25,0,0,legitimate,none,high_spend,none
TX_000008706,CARD_01095,2025-01-17T16:02:27,169.63,restaurant,POS,21.31,0,0,legitimate,none,high_spend,none
TX_000008707,CARD_02432,2025-01-17T16:04:20,2903.34,travel,POS,30.9,0,0,legitimate,none,high_spend,none
TX_000008708,CARD_01110,2025-01-17T16:07:06,21.69,restaurant,POS,24.45,0,0,legitimate,none,regular,none
TX_000008709,CARD_02300,2025-01-17T16:08:37,70.76,entertainment,CONTACTLESS,26.98,0,0,legitimate,none,variable,none
TX_000008710,CARD_02518,2025-01-17T16:08:38,340.84,electronics,POS,7.02,0,0,legitimate,none,regular,none
TX_000008711,CARD_00303,2025-01-17T16:14:09,274.94,services,ONLINE,1.47,0,0,legitimate,none,online,none
TX_000008712,CARD_00599,2025-01-17T16:14:27,11670.82,travel,POS,15.29,0,0,legitimate,none,traveler,none
TX_000008713,CARD_00813,2025-01-17T16:17:40,419.94,restaurant,POS,376.5,0,0,legitimate,none,traveler,none
TX_000008714,CARD_00203,2025-01-17T16:18:35,59.9,entertainment,POS,17.28,0,0,legitimate,none,online,none
TX_000008715,CARD_01757,2025-01-17T16:18:41,71.55,pharmacy,POS,9.63,0,0,legitimate,none,regular,none
TX_000008716,CARD_02557,2025-01-17T16:21:12,37.12,fuel,ATM,22.43,0,0,legitimate,none,regular,none
TX_000008717,CARD_00148,2025-01-17T16:23:09,127.03,grocery,ONLINE,3.56,0,0,legitimate,none,online,none
TX_000008718,CARD_01432,2025-01-17T16:24:30,120.7,restaurant,CONTACTLESS,18.82,0,0,legitimate,none,high_spend,none
TX_000008719,CARD_00570,2025-01-17T16:25:00,188.42,grocery,POS,19.95,0,0,legitimate,none,online,none
TX_000008720,CARD_00701,2025-01-17T16:25:55,79.9,services,CONTACTLESS,3.35,0,0,legitimate,none,regular,none
TX_000008721,CARD_00198,2025-01-17T16:29:02,725.93,electronics,ONLINE,4.97,0,0,legitimate,none,variable,none
TX_000008722,CARD_00805,2025-01-17T16:29:19,163.17,grocery,CONTACTLESS,9.54,0,0,legitimate,none,regular,none
TX_000008723,CARD_02039,2025-01-17T16:31:24,541.19,retail,ONLINE,2.04,0,0,legitimate,none,high_spend,none
TX_000008724,CARD_00683,2025-01-17T16:33:04,30.42,restaurant,CONTACTLESS,5.03,0,0,legitimate,none,regular,none
TX_000008725,CARD_00021,2025-01-17T16:36:31,565.92,retail,ONLINE,7.66,0,0,legitimate,none,variable,none
TX_000008726,CARD_00839,2025-01-17T16:37:18,177.12,retail,CONTACTLESS,11.85,0,0,legitimate,none,online,none
TX_000008727,CARD_02720,2025-01-17T16:38:47,192.75,fuel,ATM,4.33,0,0,legitimate,none,online,none
TX_000008728,CARD_00115,2025-01-17T16:38:49,63.27,grocery,POS,15.1,0,0,legitimate,none,regular,none
TX_000008729,CARD_00520,2025-01-17T16:41:38,17.2,services,CONTACTLESS,1.57,0,0,legitimate,none,variable,legitimate_micro_purchases
TX_000008730,CARD_01685,2025-01-17T16:42:34,219.82,pharmacy,ONLINE,2.93,0,0,legitimate,none,regular,none
TX_000008731,CARD_01715,2025-01-17T16:43:03,455.06,travel,CONTACTLESS,9.49,0,0,legitimate,none,regular,none
TX_000008732,CARD_02105,2025-01-17T16:43:06,303.61,retail,CONTACTLESS,3.31,0,0,legitimate,none,high_spend,none
TX_000008733,CARD_01703,2025-01-17T16:43:45,14.74,restaurant,POS,16.33,0,0,legitimate,none,regular,none
TX_000008734,CARD_00549,2025-01-17T16:43:48,391.74,pharmacy,POS,21.29,0,0,legitimate,none,variable,none
TX_000008735,CARD_02780,2025-01-17T16:45:12,90.37,grocery,CONTACTLESS,15.83,0,0,legitimate,none,regular,none
TX_000008736,CARD_02754,2025-01-17T16:45:54,23.47,restaurant,POS,2.12,0,0,legitimate,none,regular,none
TX_000008737,CARD_01775,2025-01-17T16:48:01,803.49,restaurant,POS,71.14,0,0,legitimate,none,high_spend,none
TX_000008738,CARD_01588,2025-01-17T16:48:14,447.01,retail,ONLINE,0.06,0,0,legitimate,none,online,none
TX_000008739,CARD_00287,2025-01-17T16:48:54,547.62,electronics,CONTACTLESS,6.99,0,0,legitimate,none,regular,none
TX_000008740,CARD_01074,2025-01-17T16:50:04,2053.22,retail,POS,69.41,0,0,legitimate,none,traveler,none
TX_000008741,CARD_01613,2025-01-17T16:52:55,664.06,travel,ONLINE,18.03,0,0,legitimate,none,variable,none
TX_000008742,CARD_01053,2025-01-17T16:54:00,233.67,electronics,POS,11.46,0,0,legitimate,none,regular,none
TX_000008743,CARD_01471,2025-01-17T16:54:18,223.78,entertainment,ONLINE,35.23,0,0,legitimate,none,traveler,none
TX_000008744,CARD_01409,2025-01-17T16:55:18,1367.12,travel,CONTACTLESS,8.52,0,0,legitimate,none,variable,none
TX_000008745,CARD_00364,2025-01-17T16:55:58,70.98,entertainment,ONLINE,2.96,0,0,legitimate,none,regular,none
TX_000008746,CARD_00520,2025-01-17T16:56:38,16.39,other,ONLINE,0.77,0,0,legitimate,none,variable,legitimate_micro_purchases
TX_000008747,CARD_01101,2025-01-17T16:57:41,86.05,restaurant,CONTACTLESS,19.19,0,0,legitimate,none,regular,none
TX_000008748,CARD_02529,2025-01-17T16:58:47,64.04,pharmacy,POS,32.02,0,0,legitimate,none,variable,none
TX_000008749,CARD_00792,2025-01-17T17:00:47,236.49,electronics,ONLINE,0.51,0,0,legitimate,none,online,none
TX_000008750,CARD_00879,2025-01-17T17:02:52,353.15,grocery,CONTACTLESS,21.88,0,0,legitimate,none,high_spend,none
TX_000008751,CARD_00520,2025-01-17T17:03:38,19.96,entertainment,ONLINE,6.76,0,0,legitimate,none,variable,legitimate_micro_purchases
TX_000008752,CARD_00581,2025-01-17T17:07:01,288.2,services,ONLINE,1.4,0,0,legitimate,none,online,none
TX_000008753,CARD_01296,2025-01-17T17:07:57,45.42,entertainment,CONTACTLESS,8.08,0,0,legitimate,none,regular,none
TX_000008754,CARD_01710,2025-01-17T17:11:08,66.29,grocery,CONTACTLESS,17.72,0,0,legitimate,none,regular,none
TX_000008755,CARD_00520,2025-01-17T17:11:38,15.65,entertainment,ONLINE,4.89,0,0,legitimate,none,variable,legitimate_micro_purchases
TX_000008756,CARD_00520,2025-01-17T17:13:38,19.74,services,ONLINE,7.55,0,0,legitimate,none,variable,legitimate_micro_purchases
TX_000008757,CARD_00737,2025-01-17T17:14:07,147.28,grocery,ATM,27.33,0,0,legitimate,none,regular,none
TX_000008758,CARD_00550,2025-01-17T17:14:51,73.57,retail,POS,29.27,0,0,legitimate,none,online,none
TX_000008759,CARD_02669,2025-01-17T17:15:02,121.99,retail,ONLINE,0.42,0,0,legitimate,none,online,none
TX_000008760,CARD_01643,2025-01-17T17:16:23,73.97,retail,POS,6.97,0,0,legitimate,none,online,none
TX_000008761,CARD_01038,2025-01-17T17:18:32,171.37,entertainment,ONLINE,0.98,0,0,legitimate,none,online,none
TX_000008762,CARD_01470,2025-01-17T17:18:55,250.98,travel,ONLINE,1.16,0,0,legitimate,none,regular,none
TX_000008763,CARD_02091,2025-01-17T17:20:09,97.61,fuel,POS,6.44,0,0,legitimate,none,regular,none
TX_000008764,CARD_02108,2025-01-17T17:24:08,165.88,other,CONTACTLESS,99.67,0,0,legitimate,none,traveler,none
TX_000008765,CARD_01713,2025-01-17T17:31:38,386.75,retail,POS,341.6,0,0,legitimate,none,traveler,none
TX_000008766,CARD_01598,2025-01-17T17:31:40,98.84,grocery,POS,10.9,0,0,legitimate,none,regular,none
TX_000008767,CARD_01159,2025-01-17T17:31:49,176.98,services,ONLINE,2.03,0,0,legitimate,none,online,none
TX_000008768,CARD_02008,2025-01-17T17:32:13,131.03,restaurant,POS,19.01,0,0,legitimate,none,regular,none
TX_000008769,CARD_00940,2025-01-17T17:33:34,105.28,grocery,POS,2.16,0,0,legitimate,none,regular,none
TX_000008770,CARD_02173,2025-01-17T17:35:10,28.07,grocery,ONLINE,1.47,0,0,legitimate,none,online,none
TX_000008771,CARD_00155,2025-01-17T17:35:35,139.98,fuel,ATM,7.86,0,0,legitimate,none,regular,none
TX_000008772,CARD_01700,2025-01-17T17:35:52,85.0,entertainment,POS,5.01,0,0,legitimate,none,variable,none
TX_000008773,CARD_01788,2025-01-17T17:38:15,718.35,entertainment,ONLINE,3.69,0,0,legitimate,none,high_spend,none
TX_000008774,CARD_02763,2025-01-17T17:38:24,186.19,electronics,CONTACTLESS,15.83,0,0,legitimate,none,regular,none
TX_000008775,CARD_00403,2025-01-17T17:40:23,211.79,electronics,ONLINE,29.99,0,0,legitimate,none,variable,none
TX_000008776,CARD_01674,2025-01-17T17:40:40,45.33,grocery,POS,4.48,0,0,legitimate,none,regular,none
TX_000008777,CARD_01558,2025-01-17T17:40:55,42.03,restaurant,POS,5.3,0,0,legitimate,none,online,none
TX_000008778,CARD_00403,2025-01-17T17:44:20,85.94,grocery,CONTACTLESS,47.66,0,0,legitimate,none,variable,none
TX_000008779,CARD_00568,2025-01-17T17:52:35,61.83,grocery,POS,8.98,0,0,legitimate,none,regular,none
TX_000008780,CARD_01693,2025-01-17T17:53:23,59.63,entertainment,ONLINE,3.1,0,0,legitimate,none,regular,none
TX_000008781,CARD_02173,2025-01-17T17:53:49,48.23,grocery,CONTACTLESS,14.26,0,0,legitimate,none,online,none
TX_000008782,CARD_02056,2025-01-17T17:58:29,117.98,restaurant,ONLINE,3.11,0,0,legitimate,none,online,none
TX_000008783,CARD_02597,2025-01-17T18:01:08,103.32,fuel,CONTACTLESS,4.36,0,0,legitimate,none,regular,none
TX_000008784,CARD_00620,2025-01-17T18:01:29,58.84,grocery,CONTACTLESS,2.62,0,0,legitimate,none,regular,none
TX_000008785,CARD_00176,2025-01-17T18:02:14,53.99,retail,CONTACTLESS,9.83,0,0,legitimate,none,regular,none
TX_000008786,CARD_01878,2025-01-17T18:04:13,37.05,grocery,POS,8.75,0,0,legitimate,none,regular,none
TX_000008787,CARD_01929,2025-01-17T18:04:20,103.3,retail,CONTACTLESS,10.03,0,0,legitimate,none,regular,none
TX_000008788,CARD_00059,2025-01-17T18:08:53,60.78,fuel,CONTACTLESS,15.95,0,0,legitimate,none,regular,none
TX_000008789,CARD_02219,2025-01-17T18:11:36,762.95,retail,CONTACTLESS,148.82,0,0,legitimate,none,traveler,none
TX_000008790,CARD_01254,2025-01-17T18:13:20,467.11,entertainment,ONLINE,1032.37,1,0,legitimate,none,high_spend,none
TX_000008791,CARD_02206,2025-01-17T18:15:24,963.35,retail,ATM,0.12,0,0,legitimate,none,high_spend,none
TX_000008792,CARD_02519,2025-01-17T18:15:52,319.96,entertainment,ONLINE,2.17,0,0,legitimate,none,online,none
TX_000008793,CARD_00240,2025-01-17T18:16:34,153.93,grocery,POS,11.31,0,0,legitimate,none,regular,none
TX_000008794,CARD_02108,2025-01-17T18:18:19,495.56,travel,POS,584.43,0,0,legitimate,none,traveler,none
TX_000008795,CARD_00002,2025-01-17T18:19:10,60.41,restaurant,ONLINE,0.94,0,0,legitimate,none,online,none
TX_000008796,CARD_02086,2025-01-17T18:19:58,28.25,grocery,POS,1.71,0,0,legitimate,none,regular,none
TX_000008797,CARD_02800,2025-01-17T18:21:17,289.54,restaurant,POS,30.79,0,0,legitimate,none,variable,none
TX_000008798,CARD_01562,2025-01-17T18:21:22,298.61,retail,POS,19.55,0,0,legitimate,none,high_spend,none
TX_000008799,CARD_02168,2025-01-17T18:22:30,186.23,electronics,ONLINE,2.0,0,0,legitimate,none,online,none
TX_000008800,CARD_02633,2025-01-17T18:23:48,5269.37,travel,POS,5039.16,1,0,legitimate,none,traveler,none
TX_000008801,CARD_02021,2025-01-17T18:25:19,1123.2,restaurant,CONTACTLESS,6.87,0,0,legitimate,none,high_spend,none
